Date,Reservoir Name,District,Inflow (MLD),Outflow (MLD),Storage Capacity (MLD),Current Level (MLD)
14-04-2023,Ujjani Dam,Solapur,1091,1343,290405,133137
14-04-2023,Jayakwadi Dam,Aurangabad,1996,2084,247732,121608
15-04-2023,Koyna Dam,Satara,2335,1401,194954,173556
15-04-2023,Bhatsa Dam,Thane,1282,1336,246953,204753
15-04-2023,Ujjani Dam,Solapur,1837,2371,203000,182132
15-04-2023,Jayakwadi Dam,Aurangabad,1939,2293,186451,159737
16-04-2023,Koyna Dam,Satara,1272,2018,183911,151925
16-04-2023,Bhatsa Dam,Thane,2921,1290,189688,161543
16-04-2023,Ujjani Dam,Solapur,1777,2352,241654,150149
16-04-2023,Jayakwadi Dam,Aurangabad,1236,1729,250394,136812
17-04-2023,Koyna Dam,Satara,2632,1436,184735,116766
17-04-2023,Bhatsa Dam,Thane,1552,2439,212468,202270
17-04-2023,Ujjani Dam,Solapur,2877,1591,244002,123407
17-04-2023,Jayakwadi Dam,Aurangabad,1314,1726,240282,173451
18-04-2023,Koyna Dam,Satara,1221,2043,273352,135412
18-04-2023,Bhatsa Dam,Thane,1116,1241,269143,182288
18-04-2023,Ujjani Dam,Solapur,1723,1535,250963,104353
18-04-2023,Jayakwadi Dam,Aurangabad,2307,1972,170436,132610
19-04-2023,Koyna Dam,Satara,1512,2194,204616,135261
19-04-2023,Bhatsa Dam,Thane,1976,2090,294407,219216
19-04-2023,Ujjani Dam,Solapur,1657,2040,288382,162247
19-04-2023,Jayakwadi Dam,Aurangabad,2979,1960,158534,146140
20-04-2023,Koyna Dam,Satara,1075,2206,195825,162854
20-04-2023,Bhatsa Dam,Thane,2805,2440,227473,127705
20-04-2023,Ujjani Dam,Solapur,1743,2090,159968,130198
20-04-2023,Jayakwadi Dam,Aurangabad,2642,1663,263018,141771
21-04-2023,Koyna Dam,Satara,1579,1587,263425,248578
21-04-2023,Bhatsa Dam,Thane,2334,1693,163353,100360
21-04-2023,Ujjani Dam,Solapur,2106,2425,158231,136497
21-04-2023,Jayakwadi Dam,Aurangabad,2422,2047,228131,154290
22-04-2023,Koyna Dam,Satara,1052,1529,209997,156465
22-04-2023,Bhatsa Dam,Thane,2347,1586,292191,189332
22-04-2023,Ujjani Dam,Solapur,2855,2414,258984,153815
22-04-2023,Jayakwadi Dam,Aurangabad,1519,2361,171787,115079
23-04-2023,Koyna Dam,Satara,1363,2153,243819,224846
23-04-2023,Bhatsa Dam,Thane,2247,1793,237953,147526
23-04-2023,Ujjani Dam,Solapur,2278,1565,285644,133779
23-04-2023,Jayakwadi Dam,Aurangabad,2034,2099,256025,181480
24-04-2023,Koyna Dam,Satara,1514,1119,200990,107487
24-04-2023,Bhatsa Dam,Thane,1312,2452,207528,111602
24-04-2023,Ujjani Dam,Solapur,2381,1621,221747,130178
24-04-2023,Jayakwadi Dam,Aurangabad,2896,2081,286258,154785
25-04-2023,Koyna Dam,Satara,1241,1129,184426,181968
25-04-2023,Bhatsa Dam,Thane,1633,1732,245969,199486
25-04-2023,Ujjani Dam,Solapur,2081,2291,213673,144192
25-04-2023,Jayakwadi Dam,Aurangabad,2281,1040,200996,147151
26-04-2023,Koyna Dam,Satara,2578,2410,177309,110472
26-04-2023,Bhatsa Dam,Thane,2825,1037,218665,189501
26-04-2023,Ujjani Dam,Solapur,2125,1650,276500,234510
26-04-2023,Jayakwadi Dam,Aurangabad,1308,1113,187460,146801
27-04-2023,Koyna Dam,Satara,2428,1578,185714,174107
27-04-2023,Bhatsa Dam,Thane,1766,1070,294176,224440
27-04-2023,Ujjani Dam,Solapur,2554,1949,249526,238675
27-04-2023,Jayakwadi Dam,Aurangabad,2453,2192,187184,160205
28-04-2023,Koyna Dam,Satara,1100,1593,243256,198132
28-04-2023,Bhatsa Dam,Thane,2242,1690,255754,181521
28-04-2023,Ujjani Dam,Solapur,1221,2216,168958,165945
28-04-2023,Jayakwadi Dam,Aurangabad,2855,2460,227221,173828
29-04-2023,Koyna Dam,Satara,2345,1449,248227,171910
29-04-2023,Bhatsa Dam,Thane,2146,1392,204073,139389
29-04-2023,Ujjani Dam,Solapur,1862,2460,209980,173632
29-04-2023,Jayakwadi Dam,Aurangabad,2277,1905,245807,148947
30-04-2023,Koyna Dam,Satara,1946,2087,176036,120650
30-04-2023,Bhatsa Dam,Thane,2852,2325,257172,137517
30-04-2023,Ujjani Dam,Solapur,2479,2010,227327,164825
30-04-2023,Jayakwadi Dam,Aurangabad,2774,1111,232161,184587
01-05-2023,Koyna Dam,Satara,1121,1047,193071,164274
01-05-2023,Bhatsa Dam,Thane,2140,1163,215406,133104
01-05-2023,Ujjani Dam,Solapur,1625,1317,297068,219604
01-05-2023,Jayakwadi Dam,Aurangabad,1935,1336,298133,181952
02-05-2023,Koyna Dam,Satara,1260,2037,285375,160087
02-05-2023,Bhatsa Dam,Thane,2259,1604,260850,145221
02-05-2023,Ujjani Dam,Solapur,1745,2486,222689,207546
02-05-2023,Jayakwadi Dam,Aurangabad,2978,2232,249693,211375
03-05-2023,Koyna Dam,Satara,2415,1469,231513,123224
03-05-2023,Bhatsa Dam,Thane,1420,1662,232800,191236
03-05-2023,Ujjani Dam,Solapur,1364,2210,286293,124652
03-05-2023,Jayakwadi Dam,Aurangabad,2908,1619,290258,280554
04-05-2023,Koyna Dam,Satara,2678,1080,254254,224339
04-05-2023,Bhatsa Dam,Thane,1941,1528,161225,138973
04-05-2023,Ujjani Dam,Solapur,2655,1313,228727,163421
04-05-2023,Jayakwadi Dam,Aurangabad,2854,1633,170923,158490
05-05-2023,Koyna Dam,Satara,1605,1371,294131,144736
05-05-2023,Bhatsa Dam,Thane,1585,1611,259604,179729
05-05-2023,Ujjani Dam,Solapur,2782,1421,169254,105553
05-05-2023,Jayakwadi Dam,Aurangabad,2168,1977,275485,113226
06-05-2023,Koyna Dam,Satara,1591,2412,193694,130525
06-05-2023,Bhatsa Dam,Thane,1021,2337,224618,171430
06-05-2023,Ujjani Dam,Solapur,2683,1503,250695,185699
06-05-2023,Jayakwadi Dam,Aurangabad,2310,1349,174798,125869
07-05-2023,Koyna Dam,Satara,2582,1538,186616,177130
07-05-2023,Bhatsa Dam,Thane,1444,1595,294867,119246
07-05-2023,Ujjani Dam,Solapur,2876,1195,242336,139352
07-05-2023,Jayakwadi Dam,Aurangabad,1707,1180,165129,108523
08-05-2023,Koyna Dam,Satara,2802,1411,183525,121861
08-05-2023,Bhatsa Dam,Thane,2350,1784,215650,191210
08-05-2023,Ujjani Dam,Solapur,2910,1638,235024,164394
08-05-2023,Jayakwadi Dam,Aurangabad,2164,1773,201984,129876
09-05-2023,Koyna Dam,Satara,1858,2064,230037,177137
09-05-2023,Bhatsa Dam,Thane,2646,1923,175413,151455
09-05-2023,Ujjani Dam,Solapur,1154,2045,251463,105991
09-05-2023,Jayakwadi Dam,Aurangabad,2665,1337,192774,132778
10-05-2023,Koyna Dam,Satara,2220,1064,188704,172526
10-05-2023,Bhatsa Dam,Thane,1816,1216,281603,146063
10-05-2023,Ujjani Dam,Solapur,1902,2193,231781,104232
10-05-2023,Jayakwadi Dam,Aurangabad,1845,1367,266138,260804
11-05-2023,Koyna Dam,Satara,1552,1550,266897,174870
11-05-2023,Bhatsa Dam,Thane,2487,1481,161336,159840
11-05-2023,Ujjani Dam,Solapur,1590,1636,295310,273626
11-05-2023,Jayakwadi Dam,Aurangabad,1720,1214,273320,227685
12-05-2023,Koyna Dam,Satara,2817,2315,229238,209346
12-05-2023,Bhatsa Dam,Thane,1991,1893,208122,199794
12-05-2023,Ujjani Dam,Solapur,2488,1094,153207,122620
12-05-2023,Jayakwadi Dam,Aurangabad,1928,2062,154056,141909
13-05-2023,Koyna Dam,Satara,2103,1738,250818,201156
13-05-2023,Bhatsa Dam,Thane,2978,1237,274292,162472
13-05-2023,Ujjani Dam,Solapur,1362,2226,242827,172357
13-05-2023,Jayakwadi Dam,Aurangabad,1510,1691,252127,179904
14-05-2023,Koyna Dam,Satara,2790,2292,199999,153052
14-05-2023,Bhatsa Dam,Thane,2578,2267,197539,114153
14-05-2023,Ujjani Dam,Solapur,1486,1063,165107,113205
14-05-2023,Jayakwadi Dam,Aurangabad,1666,2402,187457,152635
15-05-2023,Koyna Dam,Satara,2082,1112,200383,132502
15-05-2023,Bhatsa Dam,Thane,2737,2025,180014,138368
15-05-2023,Ujjani Dam,Solapur,2763,1407,269428,126440
15-05-2023,Jayakwadi Dam,Aurangabad,2639,1313,197100,101941
16-05-2023,Koyna Dam,Satara,2949,1534,210752,159958
16-05-2023,Bhatsa Dam,Thane,2586,1607,161293,105065
16-05-2023,Ujjani Dam,Solapur,2260,1450,177597,149544
16-05-2023,Jayakwadi Dam,Aurangabad,1802,1121,264836,246173
17-05-2023,Koyna Dam,Satara,1469,1347,216769,115589
17-05-2023,Bhatsa Dam,Thane,1583,2019,245312,209530
17-05-2023,Ujjani Dam,Solapur,2365,1199,281504,258268
17-05-2023,Jayakwadi Dam,Aurangabad,2125,1683,278526,222063
18-05-2023,Koyna Dam,Satara,1399,2168,171991,169700
18-05-2023,Bhatsa Dam,Thane,2350,1985,216681,139726
18-05-2023,Ujjani Dam,Solapur,1028,1441,267378,194237
18-05-2023,Jayakwadi Dam,Aurangabad,2515,1281,294602,126803
19-05-2023,Koyna Dam,Satara,1974,2020,151824,114318
19-05-2023,Bhatsa Dam,Thane,1197,1193,244609,214577
19-05-2023,Ujjani Dam,Solapur,1613,1546,234743,110730
19-05-2023,Jayakwadi Dam,Aurangabad,2128,1756,224343,160247
20-05-2023,Koyna Dam,Satara,1514,2040,233244,207823
20-05-2023,Bhatsa Dam,Thane,2817,2085,158897,137039
20-05-2023,Ujjani Dam,Solapur,2693,1091,263229,248225
20-05-2023,Jayakwadi Dam,Aurangabad,1159,1247,177961,133517
21-05-2023,Koyna Dam,Satara,2654,2057,218875,215334
21-05-2023,Bhatsa Dam,Thane,1312,1362,222883,133803
21-05-2023,Ujjani Dam,Solapur,1178,1055,237050,132986
21-05-2023,Jayakwadi Dam,Aurangabad,2905,1565,195589,111043
22-05-2023,Koyna Dam,Satara,2752,1977,223185,194985
22-05-2023,Bhatsa Dam,Thane,2523,2292,232315,211462
22-05-2023,Ujjani Dam,Solapur,1424,2489,239595,226945
22-05-2023,Jayakwadi Dam,Aurangabad,1330,1339,274738,192392
23-05-2023,Koyna Dam,Satara,2892,1940,285516,225648
23-05-2023,Bhatsa Dam,Thane,1857,1569,206105,116420
23-05-2023,Ujjani Dam,Solapur,2364,1778,299250,178100
23-05-2023,Jayakwadi Dam,Aurangabad,2257,2341,276481,112701
24-05-2023,Koyna Dam,Satara,2520,1558,165456,136610
24-05-2023,Bhatsa Dam,Thane,2301,1819,249815,128362
24-05-2023,Ujjani Dam,Solapur,2658,1168,215562,215402
24-05-2023,Jayakwadi Dam,Aurangabad,1212,1959,192067,161567
25-05-2023,Koyna Dam,Satara,1401,1295,169249,136846
25-05-2023,Bhatsa Dam,Thane,1140,2250,262089,159733
25-05-2023,Ujjani Dam,Solapur,2939,2432,205662,193178
25-05-2023,Jayakwadi Dam,Aurangabad,1904,1874,207378,182529
26-05-2023,Koyna Dam,Satara,2459,1722,295173,145739
26-05-2023,Bhatsa Dam,Thane,1199,1821,282808,112041
26-05-2023,Ujjani Dam,Solapur,2340,1460,150702,101881
26-05-2023,Jayakwadi Dam,Aurangabad,2109,2224,238821,100003
27-05-2023,Koyna Dam,Satara,1603,1346,254756,198481
27-05-2023,Bhatsa Dam,Thane,1693,2086,190847,107473
27-05-2023,Ujjani Dam,Solapur,2729,1458,172488,170925
27-05-2023,Jayakwadi Dam,Aurangabad,1048,2331,195312,110374
28-05-2023,Koyna Dam,Satara,1307,2089,170336,165953
28-05-2023,Bhatsa Dam,Thane,2904,1787,178574,125481
28-05-2023,Ujjani Dam,Solapur,2204,1299,251744,185116
28-05-2023,Jayakwadi Dam,Aurangabad,1450,1127,233973,116943
29-05-2023,Koyna Dam,Satara,1572,1280,283114,174492
29-05-2023,Bhatsa Dam,Thane,1496,1960,224956,103363
29-05-2023,Ujjani Dam,Solapur,1227,2371,277279,215352
29-05-2023,Jayakwadi Dam,Aurangabad,2565,1411,236307,156856
30-05-2023,Koyna Dam,Satara,1256,2096,293102,252838
30-05-2023,Bhatsa Dam,Thane,1867,2458,158110,141890
30-05-2023,Ujjani Dam,Solapur,1544,2099,249547,197949
30-05-2023,Jayakwadi Dam,Aurangabad,2084,1649,220879,191856
31-05-2023,Koyna Dam,Satara,2553,2049,208380,160685
31-05-2023,Bhatsa Dam,Thane,2224,1633,151077,118770
31-05-2023,Ujjani Dam,Solapur,2951,1598,282096,203841
31-05-2023,Jayakwadi Dam,Aurangabad,2480,1671,240155,190032
01-06-2023,Koyna Dam,Satara,2113,2245,251064,140448
01-06-2023,Bhatsa Dam,Thane,2403,1117,269311,113496
01-06-2023,Ujjani Dam,Solapur,1158,1236,192697,107183
01-06-2023,Jayakwadi Dam,Aurangabad,2974,2297,209390,184239
02-06-2023,Koyna Dam,Satara,1878,1932,299683,273871
02-06-2023,Bhatsa Dam,Thane,2458,2439,165946,157381
02-06-2023,Ujjani Dam,Solapur,1801,2337,291739,268744
02-06-2023,Jayakwadi Dam,Aurangabad,1283,2328,241786,195640
03-06-2023,Koyna Dam,Satara,2592,2183,170608,101713
03-06-2023,Bhatsa Dam,Thane,1210,2091,184844,106859
03-06-2023,Ujjani Dam,Solapur,1758,2196,212591,146152
03-06-2023,Jayakwadi Dam,Aurangabad,2440,1101,176014,153784
04-06-2023,Koyna Dam,Satara,1110,2340,231524,112570
04-06-2023,Bhatsa Dam,Thane,1260,1957,214847,141147
04-06-2023,Ujjani Dam,Solapur,2318,1943,171430,113938
04-06-2023,Jayakwadi Dam,Aurangabad,1699,1457,233239,231655
05-06-2023,Koyna Dam,Satara,2692,1922,229149,101894
05-06-2023,Bhatsa Dam,Thane,2153,1545,215387,165096
05-06-2023,Ujjani Dam,Solapur,2346,1671,244521,224677
05-06-2023,Jayakwadi Dam,Aurangabad,2656,1371,155604,102215
06-06-2023,Koyna Dam,Satara,1591,1199,261906,123283
06-06-2023,Bhatsa Dam,Thane,2697,1499,281039,200919
06-06-2023,Ujjani Dam,Solapur,1914,1246,218407,148109
06-06-2023,Jayakwadi Dam,Aurangabad,2717,2027,217017,133088
07-06-2023,Koyna Dam,Satara,1116,1297,252660,122745
07-06-2023,Bhatsa Dam,Thane,1504,2096,172812,160080
07-06-2023,Ujjani Dam,Solapur,2482,1934,200082,140163
07-06-2023,Jayakwadi Dam,Aurangabad,2022,1780,255468,205922
08-06-2023,Koyna Dam,Satara,1101,1340,212706,171462
08-06-2023,Bhatsa Dam,Thane,1768,1241,273910,213480
08-06-2023,Ujjani Dam,Solapur,2722,2427,211725,136605
08-06-2023,Jayakwadi Dam,Aurangabad,2068,2074,229613,147558
09-06-2023,Koyna Dam,Satara,1672,1208,269039,255582
09-06-2023,Bhatsa Dam,Thane,2049,1981,192755,189852
09-06-2023,Ujjani Dam,Solapur,2497,2225,225666,124084
09-06-2023,Jayakwadi Dam,Aurangabad,1899,1262,153104,125239
10-06-2023,Koyna Dam,Satara,1893,1369,204495,159366
10-06-2023,Bhatsa Dam,Thane,2256,1635,193416,128173
10-06-2023,Ujjani Dam,Solapur,2534,2201,230825,220114
10-06-2023,Jayakwadi Dam,Aurangabad,2296,1493,275451,210509
11-06-2023,Koyna Dam,Satara,2820,2433,229664,175212
11-06-2023,Bhatsa Dam,Thane,1430,2308,203022,142576
11-06-2023,Ujjani Dam,Solapur,1411,2399,228391,118689
11-06-2023,Jayakwadi Dam,Aurangabad,2210,2442,242503,164415
12-06-2023,Koyna Dam,Satara,1677,2053,177117,115949
12-06-2023,Bhatsa Dam,Thane,2230,1503,164447,141615
12-06-2023,Ujjani Dam,Solapur,1387,2389,294973,198387
12-06-2023,Jayakwadi Dam,Aurangabad,1458,2380,235730,144655
13-06-2023,Koyna Dam,Satara,2645,2274,248730,132304
13-06-2023,Bhatsa Dam,Thane,1161,1099,158224,105351
13-06-2023,Ujjani Dam,Solapur,1133,1701,219744,100794
13-06-2023,Jayakwadi Dam,Aurangabad,1949,1357,179094,170852
14-06-2023,Koyna Dam,Satara,1993,2034,155488,144729
14-06-2023,Bhatsa Dam,Thane,2316,2130,225897,175929
14-06-2023,Ujjani Dam,Solapur,1426,1185,258931,177831
14-06-2023,Jayakwadi Dam,Aurangabad,1341,1796,264926,186746
15-06-2023,Koyna Dam,Satara,2929,1139,150196,128394
15-06-2023,Bhatsa Dam,Thane,2133,1715,279243,123839
15-06-2023,Ujjani Dam,Solapur,1949,2431,241905,191951
15-06-2023,Jayakwadi Dam,Aurangabad,1408,2285,285024,244566
16-06-2023,Koyna Dam,Satara,2442,1580,265261,107917
16-06-2023,Bhatsa Dam,Thane,2183,1928,152325,128533
16-06-2023,Ujjani Dam,Solapur,1166,1720,197455,149819
16-06-2023,Jayakwadi Dam,Aurangabad,2351,1175,254495,116885
17-06-2023,Koyna Dam,Satara,1904,1042,158507,130233
17-06-2023,Bhatsa Dam,Thane,1404,1875,220107,197658
17-06-2023,Ujjani Dam,Solapur,2186,1298,256320,111799
17-06-2023,Jayakwadi Dam,Aurangabad,2238,1401,152805,151623
18-06-2023,Koyna Dam,Satara,1144,1039,173011,122743
18-06-2023,Bhatsa Dam,Thane,2840,2229,272489,248134
18-06-2023,Ujjani Dam,Solapur,1038,1410,163237,161155
18-06-2023,Jayakwadi Dam,Aurangabad,2049,1840,151023,112738
19-06-2023,Koyna Dam,Satara,2285,1077,195466,191128
19-06-2023,Bhatsa Dam,Thane,1800,1954,232843,175532
19-06-2023,Ujjani Dam,Solapur,1835,2235,198731,179442
19-06-2023,Jayakwadi Dam,Aurangabad,1427,1441,204221,121969
20-06-2023,Koyna Dam,Satara,2652,2488,182342,110983
20-06-2023,Bhatsa Dam,Thane,1220,1328,285861,129612
20-06-2023,Ujjani Dam,Solapur,2789,1018,276343,121455
20-06-2023,Jayakwadi Dam,Aurangabad,2522,2029,197982,150062
21-06-2023,Koyna Dam,Satara,2213,2476,281245,249003
21-06-2023,Bhatsa Dam,Thane,2135,1025,243249,116671
21-06-2023,Ujjani Dam,Solapur,1710,1495,164317,131191
21-06-2023,Jayakwadi Dam,Aurangabad,1828,1883,260642,254306
22-06-2023,Koyna Dam,Satara,2838,1634,264082,146532
22-06-2023,Bhatsa Dam,Thane,1483,1224,262482,258410
22-06-2023,Ujjani Dam,Solapur,1313,1773,186171,103665
22-06-2023,Jayakwadi Dam,Aurangabad,2560,1394,153859,137771
23-06-2023,Koyna Dam,Satara,2575,1007,210735,175222
23-06-2023,Bhatsa Dam,Thane,1928,1132,205782,133259
23-06-2023,Ujjani Dam,Solapur,1929,1431,218506,144882
23-06-2023,Jayakwadi Dam,Aurangabad,2961,1249,215858,147304
24-06-2023,Koyna Dam,Satara,2110,1972,196108,172961
24-06-2023,Bhatsa Dam,Thane,1463,1749,221088,192168
24-06-2023,Ujjani Dam,Solapur,2918,1458,222519,165517
24-06-2023,Jayakwadi Dam,Aurangabad,2078,1607,205998,161621
25-06-2023,Koyna Dam,Satara,1252,1975,157701,111709
25-06-2023,Bhatsa Dam,Thane,1914,1388,180616,115218
25-06-2023,Ujjani Dam,Solapur,1308,1805,256801,192582
25-06-2023,Jayakwadi Dam,Aurangabad,2876,1552,183612,136041
26-06-2023,Koyna Dam,Satara,1189,2070,159447,127649
26-06-2023,Bhatsa Dam,Thane,1671,2091,221429,101678
26-06-2023,Ujjani Dam,Solapur,2536,1749,161721,108418
26-06-2023,Jayakwadi Dam,Aurangabad,1139,1122,194531,156406
27-06-2023,Koyna Dam,Satara,1620,2026,167519,164321
27-06-2023,Bhatsa Dam,Thane,2459,1455,273398,194644
27-06-2023,Ujjani Dam,Solapur,2212,2234,193743,162852
27-06-2023,Jayakwadi Dam,Aurangabad,1883,1045,280169,267790
28-06-2023,Koyna Dam,Satara,1146,2164,238499,135346
28-06-2023,Bhatsa Dam,Thane,1234,2472,278578,135814
28-06-2023,Ujjani Dam,Solapur,2320,2223,290007,202075
28-06-2023,Jayakwadi Dam,Aurangabad,2257,1554,210755,139447
29-06-2023,Koyna Dam,Satara,1753,1744,218913,115431
29-06-2023,Bhatsa Dam,Thane,1253,2364,184943,138633
29-06-2023,Ujjani Dam,Solapur,1947,1754,214459,129989
29-06-2023,Jayakwadi Dam,Aurangabad,1303,1884,226754,156271
30-06-2023,Koyna Dam,Satara,2122,1602,242388,215568
30-06-2023,Bhatsa Dam,Thane,2145,2498,262001,118426
30-06-2023,Ujjani Dam,Solapur,1496,1826,197721,131695
30-06-2023,Jayakwadi Dam,Aurangabad,1646,1638,204990,103417
01-07-2023,Koyna Dam,Satara,1519,1009,239709,208536
01-07-2023,Bhatsa Dam,Thane,2588,1820,172207,128175
01-07-2023,Ujjani Dam,Solapur,1380,2208,220264,123627
01-07-2023,Jayakwadi Dam,Aurangabad,2869,1585,269928,178988
02-07-2023,Koyna Dam,Satara,2506,1346,167787,131519
02-07-2023,Bhatsa Dam,Thane,2393,1692,255210,106351
02-07-2023,Ujjani Dam,Solapur,2135,2343,243474,113583
02-07-2023,Jayakwadi Dam,Aurangabad,2406,1511,264004,223627
03-07-2023,Koyna Dam,Satara,1960,2276,290040,216822
03-07-2023,Bhatsa Dam,Thane,1706,1282,268270,255372
03-07-2023,Ujjani Dam,Solapur,2615,2410,172272,102708
03-07-2023,Jayakwadi Dam,Aurangabad,1890,1605,193849,121430
04-07-2023,Koyna Dam,Satara,1879,1230,278311,197665
04-07-2023,Bhatsa Dam,Thane,1571,2452,234974,143562
04-07-2023,Ujjani Dam,Solapur,2563,2133,208928,106813
04-07-2023,Jayakwadi Dam,Aurangabad,2517,1975,155434,144967
05-07-2023,Koyna Dam,Satara,2112,2121,228014,184886
05-07-2023,Bhatsa Dam,Thane,1944,1777,243648,141477
05-07-2023,Ujjani Dam,Solapur,2145,2443,286651,181654
05-07-2023,Jayakwadi Dam,Aurangabad,1677,2324,206969,185194
06-07-2023,Koyna Dam,Satara,2220,1546,217964,143360
06-07-2023,Bhatsa Dam,Thane,2344,2121,272076,173536
06-07-2023,Ujjani Dam,Solapur,2969,1412,240642,158708
06-07-2023,Jayakwadi Dam,Aurangabad,1649,2212,276705,246634
07-07-2023,Koyna Dam,Satara,2986,1224,251135,144062
07-07-2023,Bhatsa Dam,Thane,1106,1552,195782,155756
07-07-2023,Ujjani Dam,Solapur,2114,1041,225360,164425
07-07-2023,Jayakwadi Dam,Aurangabad,2589,2353,200531,197583
08-07-2023,Koyna Dam,Satara,1979,1995,256421,202785
08-07-2023,Bhatsa Dam,Thane,1152,1307,288300,230299
08-07-2023,Ujjani Dam,Solapur,1439,1508,296031,273115
08-07-2023,Jayakwadi Dam,Aurangabad,1535,1887,206223,165787
09-07-2023,Koyna Dam,Satara,1106,1621,292004,188892
09-07-2023,Bhatsa Dam,Thane,1619,2360,214362,142430
09-07-2023,Ujjani Dam,Solapur,1074,1467,233870,197641
09-07-2023,Jayakwadi Dam,Aurangabad,2084,1621,165408,160529
10-07-2023,Koyna Dam,Satara,2063,2409,231323,219083
10-07-2023,Bhatsa Dam,Thane,2361,1352,222224,128580
10-07-2023,Ujjani Dam,Solapur,2142,1965,181789,170476
10-07-2023,Jayakwadi Dam,Aurangabad,1841,2120,285964,112504
11-07-2023,Koyna Dam,Satara,2208,1106,269155,226449
11-07-2023,Bhatsa Dam,Thane,1401,2046,169036,122979
11-07-2023,Ujjani Dam,Solapur,2693,2497,272754,165072
11-07-2023,Jayakwadi Dam,Aurangabad,1030,1023,218127,170374
12-07-2023,Koyna Dam,Satara,2411,2014,231656,163229
12-07-2023,Bhatsa Dam,Thane,1875,2155,153643,150760
12-07-2023,Ujjani Dam,Solapur,1008,2404,178273,126305
12-07-2023,Jayakwadi Dam,Aurangabad,2344,2429,285296,147298
13-07-2023,Koyna Dam,Satara,1957,1317,159080,158050
13-07-2023,Bhatsa Dam,Thane,2045,1082,258614,174555
13-07-2023,Ujjani Dam,Solapur,1704,1609,222540,202587
13-07-2023,Jayakwadi Dam,Aurangabad,2233,2399,272045,169383
14-07-2023,Koyna Dam,Satara,1136,2043,181078,120596
14-07-2023,Bhatsa Dam,Thane,1468,1735,211341,165523
14-07-2023,Ujjani Dam,Solapur,1211,1999,269914,256472
14-07-2023,Jayakwadi Dam,Aurangabad,1435,1375,204896,196749
15-07-2023,Koyna Dam,Satara,2086,1119,248697,177641
15-07-2023,Bhatsa Dam,Thane,2567,1829,190338,112952
15-07-2023,Ujjani Dam,Solapur,2143,1540,223402,141871
15-07-2023,Jayakwadi Dam,Aurangabad,1062,1435,180172,179617
16-07-2023,Koyna Dam,Satara,1776,1834,151830,100047
16-07-2023,Bhatsa Dam,Thane,1386,1132,227430,145675
16-07-2023,Ujjani Dam,Solapur,2489,1291,225712,225028
16-07-2023,Jayakwadi Dam,Aurangabad,2062,1997,291644,231970
17-07-2023,Koyna Dam,Satara,1453,1850,264865,263132
17-07-2023,Bhatsa Dam,Thane,2077,2489,274135,182904
17-07-2023,Ujjani Dam,Solapur,1051,2167,251718,202071
17-07-2023,Jayakwadi Dam,Aurangabad,1577,1371,218783,127293
18-07-2023,Koyna Dam,Satara,1458,2194,251359,149758
18-07-2023,Bhatsa Dam,Thane,1508,1708,283980,112455
18-07-2023,Ujjani Dam,Solapur,2475,2302,156564,144042
18-07-2023,Jayakwadi Dam,Aurangabad,2193,2156,185187,137408
19-07-2023,Koyna Dam,Satara,2643,1274,196957,179834
19-07-2023,Bhatsa Dam,Thane,1685,1869,274074,257636
19-07-2023,Ujjani Dam,Solapur,1151,1994,268209,122614
19-07-2023,Jayakwadi Dam,Aurangabad,2427,2125,192511,125923
20-07-2023,Koyna Dam,Satara,2076,1333,232647,212259
20-07-2023,Bhatsa Dam,Thane,2455,1868,247870,204180
20-07-2023,Ujjani Dam,Solapur,2858,1518,237566,154647
20-07-2023,Jayakwadi Dam,Aurangabad,2786,2179,230877,163099
21-07-2023,Koyna Dam,Satara,2231,2196,243045,195681
21-07-2023,Bhatsa Dam,Thane,1732,2018,158129,117603
21-07-2023,Ujjani Dam,Solapur,1876,2117,196502,128895
21-07-2023,Jayakwadi Dam,Aurangabad,1845,2265,223585,101167
22-07-2023,Koyna Dam,Satara,1716,2172,188119,119736
22-07-2023,Bhatsa Dam,Thane,1357,1033,262435,211832
22-07-2023,Ujjani Dam,Solapur,1436,1459,268057,223775
22-07-2023,Jayakwadi Dam,Aurangabad,1173,1390,175042,155377
23-07-2023,Koyna Dam,Satara,2840,2240,230859,158065
23-07-2023,Bhatsa Dam,Thane,1705,2457,152783,113581
23-07-2023,Ujjani Dam,Solapur,2694,1861,294236,293568
23-07-2023,Jayakwadi Dam,Aurangabad,1148,1407,159959,150389
24-07-2023,Koyna Dam,Satara,1703,2197,219088,167308
24-07-2023,Bhatsa Dam,Thane,1039,1664,288609,130927
24-07-2023,Ujjani Dam,Solapur,2515,1376,240937,107379
24-07-2023,Jayakwadi Dam,Aurangabad,1311,1716,282481,223180
25-07-2023,Koyna Dam,Satara,2888,1959,189319,145373
25-07-2023,Bhatsa Dam,Thane,2122,1674,189854,133534
25-07-2023,Ujjani Dam,Solapur,1555,2353,152362,128248
25-07-2023,Jayakwadi Dam,Aurangabad,1489,1740,285375,193051
