Date,District,Rainfall (mm)
16-04-2023,Kolhapur,14.21
16-04-2023,Solapur,136.99
17-04-2023,Pune,78.86
17-04-2023,Nagpur,197.39
17-04-2023,Nashik,97.26
17-04-2023,Mumbai,77.37
17-04-2023,Aurangabad,183.07
17-04-2023,Thane,194.83
17-04-2023,Kolhapur,84.89
17-04-2023,Solapur,120.87
18-04-2023,Pune,117.71
18-04-2023,Nagpur,66.83
18-04-2023,Nashik,96.7
18-04-2023,Mumbai,159.97
18-04-2023,Aurangabad,190.8
18-04-2023,Thane,133.98
18-04-2023,Kolhapur,95.73
18-04-2023,Solapur,29.94
19-04-2023,Pune,199.15
19-04-2023,Nagpur,57.88
19-04-2023,Nashik,26.71
19-04-2023,Mumbai,33.04
19-04-2023,Aurangabad,30.47
19-04-2023,Thane,75.61
19-04-2023,Kolhapur,19.08
19-04-2023,Solapur,85.57
20-04-2023,Pune,34.77
20-04-2023,Nagpur,141.86
20-04-2023,Nashik,72.3
20-04-2023,Mumbai,21.25
20-04-2023,Aurangabad,123.48
20-04-2023,Thane,186.17
20-04-2023,Kolhapur,150.71
20-04-2023,Solapur,64.99
21-04-2023,Pune,21.44
21-04-2023,Nagpur,154.69
21-04-2023,Nashik,138.42
21-04-2023,Mumbai,169.01
21-04-2023,Aurangabad,137.17
21-04-2023,Thane,180.54
21-04-2023,Kolhapur,24.8
21-04-2023,Solapur,99.14
22-04-2023,Pune,170.27
22-04-2023,Nagpur,173.48
22-04-2023,Nashik,153.77
22-04-2023,Mumbai,54.33
22-04-2023,Aurangabad,146.09
22-04-2023,Thane,78.78
22-04-2023,Kolhapur,35.22
22-04-2023,Solapur,28.38
23-04-2023,Pune,80.85
23-04-2023,Nagpur,89.82
23-04-2023,Nashik,113.76
23-04-2023,Mumbai,69.37
23-04-2023,Aurangabad,57.51
23-04-2023,Thane,92.68
23-04-2023,Kolhapur,101.78
23-04-2023,Solapur,14.15
24-04-2023,Pune,139.24
24-04-2023,Nagpur,100.84
24-04-2023,Nashik,179.73
24-04-2023,Mumbai,42.69
24-04-2023,Aurangabad,91.44
24-04-2023,Thane,166.23
24-04-2023,Kolhapur,161.04
24-04-2023,Solapur,85.61
25-04-2023,Pune,94.69
25-04-2023,Nagpur,69.05
25-04-2023,Nashik,145.94
25-04-2023,Mumbai,36.14
25-04-2023,Aurangabad,175.78
25-04-2023,Thane,126.25
25-04-2023,Kolhapur,112.15
25-04-2023,Solapur,64.34
26-04-2023,Pune,117.92
26-04-2023,Nagpur,74.53
26-04-2023,Nashik,38.45
26-04-2023,Mumbai,189.42
26-04-2023,Aurangabad,76.17
26-04-2023,Thane,49.2
26-04-2023,Kolhapur,199.19
26-04-2023,Solapur,24.02
27-04-2023,Pune,106.07
27-04-2023,Nagpur,174.86
27-04-2023,Nashik,85.3
27-04-2023,Mumbai,134.89
27-04-2023,Aurangabad,66.76
27-04-2023,Thane,70.91
27-04-2023,Kolhapur,105.33
27-04-2023,Solapur,25.65
28-04-2023,Pune,98.49
28-04-2023,Nagpur,55.84
28-04-2023,Nashik,190.53
28-04-2023,Mumbai,198.57
28-04-2023,Aurangabad,22.65
28-04-2023,Thane,16.96
28-04-2023,Kolhapur,122.16
28-04-2023,Solapur,139.03
29-04-2023,Pune,53.14
29-04-2023,Nagpur,189.38
29-04-2023,Nashik,102.28
29-04-2023,Mumbai,32.55
29-04-2023,Aurangabad,183.21
29-04-2023,Thane,185.35
29-04-2023,Kolhapur,21.35
29-04-2023,Solapur,76.94
30-04-2023,Pune,128.16
30-04-2023,Nagpur,157.98
30-04-2023,Nashik,13.91
30-04-2023,Mumbai,35.04
30-04-2023,Aurangabad,54.81
30-04-2023,Thane,118.04
30-04-2023,Kolhapur,84.33
30-04-2023,Solapur,30.4
01-05-2023,Pune,181.27
01-05-2023,Nagpur,141.05
01-05-2023,Nashik,149.82
01-05-2023,Mumbai,153.13
01-05-2023,Aurangabad,19.84
01-05-2023,Thane,193.33
01-05-2023,Kolhapur,106.81
01-05-2023,Solapur,99.39
02-05-2023,Pune,26.99
02-05-2023,Nagpur,145.4
02-05-2023,Nashik,83.42
02-05-2023,Mumbai,100.89
02-05-2023,Aurangabad,16.16
02-05-2023,Thane,170.26
02-05-2023,Kolhapur,159.08
02-05-2023,Solapur,149.68
03-05-2023,Pune,191.11
03-05-2023,Nagpur,15.86
03-05-2023,Nashik,82.08
03-05-2023,Mumbai,35.35
03-05-2023,Aurangabad,33.62
03-05-2023,Thane,155.73
03-05-2023,Kolhapur,181.94
03-05-2023,Solapur,127.24
04-05-2023,Pune,147.08
04-05-2023,Nagpur,52.56
04-05-2023,Nashik,139.14
04-05-2023,Mumbai,197.17
04-05-2023,Aurangabad,157.28
04-05-2023,Thane,191.6
04-05-2023,Kolhapur,29.96
04-05-2023,Solapur,144.14
05-05-2023,Pune,138.62
05-05-2023,Nagpur,159.32
05-05-2023,Nashik,189.9
05-05-2023,Mumbai,63.31
05-05-2023,Aurangabad,116.42
05-05-2023,Thane,172.68
05-05-2023,Kolhapur,115.29
05-05-2023,Solapur,58.48
06-05-2023,Pune,195.26
06-05-2023,Nagpur,55.09
06-05-2023,Nashik,171.29
06-05-2023,Mumbai,129.43
06-05-2023,Aurangabad,174.47
06-05-2023,Thane,167.6
06-05-2023,Kolhapur,190.86
06-05-2023,Solapur,93.93
07-05-2023,Pune,139.57
07-05-2023,Nagpur,98.49
07-05-2023,Nashik,172.14
07-05-2023,Mumbai,114.16
07-05-2023,Aurangabad,180.12
07-05-2023,Thane,106.86
07-05-2023,Kolhapur,37.22
07-05-2023,Solapur,193.31
08-05-2023,Pune,61.83
08-05-2023,Nagpur,105.78
08-05-2023,Nashik,119.43
08-05-2023,Mumbai,62.65
08-05-2023,Aurangabad,176.29
08-05-2023,Thane,44.23
08-05-2023,Kolhapur,159.01
08-05-2023,Solapur,75.14
09-05-2023,Pune,73.0
09-05-2023,Nagpur,147.72
09-05-2023,Nashik,22.13
09-05-2023,Mumbai,111.38
09-05-2023,Aurangabad,146.64
09-05-2023,Thane,16.87
09-05-2023,Kolhapur,136.1
09-05-2023,Solapur,164.06
10-05-2023,Pune,126.43
10-05-2023,Nagpur,178.54
10-05-2023,Nashik,185.14
10-05-2023,Mumbai,23.61
10-05-2023,Aurangabad,85.5
10-05-2023,Thane,15.24
10-05-2023,Kolhapur,32.4
10-05-2023,Solapur,96.88
11-05-2023,Pune,29.95
11-05-2023,Nagpur,90.32
11-05-2023,Nashik,103.36
11-05-2023,Mumbai,167.37
11-05-2023,Aurangabad,81.45
11-05-2023,Thane,20.4
11-05-2023,Kolhapur,192.85
11-05-2023,Solapur,83.22
12-05-2023,Pune,144.73
12-05-2023,Nagpur,134.74
12-05-2023,Nashik,47.71
12-05-2023,Mumbai,32.82
12-05-2023,Aurangabad,47.47
12-05-2023,Thane,50.22
12-05-2023,Kolhapur,147.37
12-05-2023,Solapur,79.53
13-05-2023,Pune,11.81
13-05-2023,Nagpur,165.54
13-05-2023,Nashik,156.16
13-05-2023,Mumbai,155.29
13-05-2023,Aurangabad,17.29
13-05-2023,Thane,150.95
13-05-2023,Kolhapur,150.67
13-05-2023,Solapur,145.13
14-05-2023,Pune,15.04
14-05-2023,Nagpur,59.32
14-05-2023,Nashik,167.67
14-05-2023,Mumbai,56.96
14-05-2023,Aurangabad,25.6
14-05-2023,Thane,161.84
14-05-2023,Kolhapur,126.27
14-05-2023,Solapur,26.18
15-05-2023,Pune,189.39
15-05-2023,Nagpur,150.53
15-05-2023,Nashik,146.7
15-05-2023,Mumbai,55.61
15-05-2023,Aurangabad,10.15
15-05-2023,Thane,105.36
15-05-2023,Kolhapur,20.11
15-05-2023,Solapur,65.61
16-05-2023,Pune,103.93
16-05-2023,Nagpur,92.19
16-05-2023,Nashik,145.54
16-05-2023,Mumbai,61.6
16-05-2023,Aurangabad,155.59
16-05-2023,Thane,128.95
16-05-2023,Kolhapur,91.44
16-05-2023,Solapur,140.8
17-05-2023,Pune,71.64
17-05-2023,Nagpur,156.24
17-05-2023,Nashik,153.17
17-05-2023,Mumbai,174.88
17-05-2023,Aurangabad,129.09
17-05-2023,Thane,10.86
17-05-2023,Kolhapur,171.16
17-05-2023,Solapur,189.63
18-05-2023,Pune,95.71
18-05-2023,Nagpur,11.58
18-05-2023,Nashik,45.55
18-05-2023,Mumbai,167.07
18-05-2023,Aurangabad,158.0
18-05-2023,Thane,103.94
18-05-2023,Kolhapur,66.34
18-05-2023,Solapur,33.38
19-05-2023,Pune,123.05
19-05-2023,Nagpur,37.58
19-05-2023,Nashik,139.22
19-05-2023,Mumbai,103.45
19-05-2023,Aurangabad,137.75
19-05-2023,Thane,25.38
19-05-2023,Kolhapur,54.38
19-05-2023,Solapur,66.1
20-05-2023,Pune,23.2
20-05-2023,Nagpur,126.51
20-05-2023,Nashik,151.33
20-05-2023,Mumbai,136.59
20-05-2023,Aurangabad,116.7
20-05-2023,Thane,88.93
20-05-2023,Kolhapur,138.71
20-05-2023,Solapur,112.38
21-05-2023,Pune,61.72
21-05-2023,Nagpur,168.51
21-05-2023,Nashik,161.69
21-05-2023,Mumbai,107.64
21-05-2023,Aurangabad,144.49
21-05-2023,Thane,76.01
21-05-2023,Kolhapur,182.64
21-05-2023,Solapur,129.75
22-05-2023,Pune,110.49
22-05-2023,Nagpur,103.93
22-05-2023,Nashik,151.22
22-05-2023,Mumbai,85.86
22-05-2023,Aurangabad,195.7
22-05-2023,Thane,13.07
22-05-2023,Kolhapur,108.41
22-05-2023,Solapur,160.73
23-05-2023,Pune,179.57
23-05-2023,Nagpur,150.4
23-05-2023,Nashik,130.07
23-05-2023,Mumbai,56.38
23-05-2023,Aurangabad,78.99
23-05-2023,Thane,110.6
23-05-2023,Kolhapur,126.88
23-05-2023,Solapur,49.01
24-05-2023,Pune,38.64
24-05-2023,Nagpur,88.07
24-05-2023,Nashik,172.71
24-05-2023,Mumbai,106.68
24-05-2023,Aurangabad,105.52
24-05-2023,Thane,52.58
24-05-2023,Kolhapur,11.83
24-05-2023,Solapur,35.42
25-05-2023,Pune,85.59
25-05-2023,Nagpur,28.34
25-05-2023,Nashik,98.41
25-05-2023,Mumbai,120.0
25-05-2023,Aurangabad,178.13
25-05-2023,Thane,17.15
25-05-2023,Kolhapur,132.5
25-05-2023,Solapur,71.32
26-05-2023,Pune,107.05
26-05-2023,Nagpur,176.65
26-05-2023,Nashik,170.34
26-05-2023,Mumbai,32.94
26-05-2023,Aurangabad,156.62
26-05-2023,Thane,95.55
26-05-2023,Kolhapur,166.0
26-05-2023,Solapur,164.37
27-05-2023,Pune,60.66
27-05-2023,Nagpur,119.28
27-05-2023,Nashik,101.63
27-05-2023,Mumbai,104.43
27-05-2023,Aurangabad,128.6
27-05-2023,Thane,140.77
27-05-2023,Kolhapur,50.5
27-05-2023,Solapur,37.75
28-05-2023,Pune,177.53
28-05-2023,Nagpur,159.26
28-05-2023,Nashik,154.94
28-05-2023,Mumbai,144.3
28-05-2023,Aurangabad,127.59
28-05-2023,Thane,112.98
28-05-2023,Kolhapur,133.44
28-05-2023,Solapur,34.29
29-05-2023,Pune,84.78
29-05-2023,Nagpur,52.0
29-05-2023,Nashik,144.2
29-05-2023,Mumbai,84.99
29-05-2023,Aurangabad,73.58
29-05-2023,Thane,117.1
29-05-2023,Kolhapur,153.94
29-05-2023,Solapur,157.86
30-05-2023,Pune,175.07
30-05-2023,Nagpur,89.29
30-05-2023,Nashik,24.89
30-05-2023,Mumbai,195.99
30-05-2023,Aurangabad,118.59
30-05-2023,Thane,111.46
30-05-2023,Kolhapur,50.37
30-05-2023,Solapur,100.62
31-05-2023,Pune,192.79
31-05-2023,Nagpur,98.64
31-05-2023,Nashik,46.99
31-05-2023,Mumbai,112.97
31-05-2023,Aurangabad,51.81
31-05-2023,Thane,38.42
31-05-2023,Kolhapur,79.97
31-05-2023,Solapur,182.25
01-06-2023,Pune,93.26
01-06-2023,Nagpur,11.3
01-06-2023,Nashik,19.36
01-06-2023,Mumbai,186.3
01-06-2023,Aurangabad,96.22
01-06-2023,Thane,189.14
01-06-2023,Kolhapur,64.06
01-06-2023,Solapur,133.46
02-06-2023,Pune,139.6
02-06-2023,Nagpur,106.32
02-06-2023,Nashik,80.31
02-06-2023,Mumbai,59.45
02-06-2023,Aurangabad,52.18
02-06-2023,Thane,182.25
02-06-2023,Kolhapur,112.5
02-06-2023,Solapur,80.53
03-06-2023,Pune,17.97
03-06-2023,Nagpur,101.97
03-06-2023,Nashik,94.2
03-06-2023,Mumbai,87.69
03-06-2023,Aurangabad,99.73
03-06-2023,Thane,52.39
03-06-2023,Kolhapur,179.15
03-06-2023,Solapur,126.26
04-06-2023,Pune,87.39
04-06-2023,Nagpur,81.05
04-06-2023,Nashik,62.1
04-06-2023,Mumbai,196.24
04-06-2023,Aurangabad,64.59
04-06-2023,Thane,169.41
04-06-2023,Kolhapur,13.97
04-06-2023,Solapur,190.95
05-06-2023,Pune,101.54
05-06-2023,Nagpur,68.04
05-06-2023,Nashik,43.36
05-06-2023,Mumbai,90.45
05-06-2023,Aurangabad,131.75
05-06-2023,Thane,195.41
05-06-2023,Kolhapur,63.84
05-06-2023,Solapur,70.5
06-06-2023,Pune,110.41
06-06-2023,Nagpur,145.66
06-06-2023,Nashik,115.54
06-06-2023,Mumbai,12.97
06-06-2023,Aurangabad,84.44
06-06-2023,Thane,23.9
06-06-2023,Kolhapur,110.75
06-06-2023,Solapur,188.63
07-06-2023,Pune,161.69
07-06-2023,Nagpur,132.87
07-06-2023,Nashik,34.4
07-06-2023,Mumbai,138.72
07-06-2023,Aurangabad,140.94
07-06-2023,Thane,110.91
07-06-2023,Kolhapur,173.1
07-06-2023,Solapur,42.15
08-06-2023,Pune,43.69
08-06-2023,Nagpur,84.61
08-06-2023,Nashik,54.06
08-06-2023,Mumbai,73.01
08-06-2023,Aurangabad,139.85
08-06-2023,Thane,90.02
08-06-2023,Kolhapur,16.86
08-06-2023,Solapur,91.65
09-06-2023,Pune,83.24
09-06-2023,Nagpur,97.39
09-06-2023,Nashik,162.11
09-06-2023,Mumbai,153.14
09-06-2023,Aurangabad,34.25
09-06-2023,Thane,68.03
09-06-2023,Kolhapur,75.68
09-06-2023,Solapur,75.04
10-06-2023,Pune,63.99
10-06-2023,Nagpur,160.13
10-06-2023,Nashik,135.4
10-06-2023,Mumbai,39.73
10-06-2023,Aurangabad,157.61
10-06-2023,Thane,152.6
10-06-2023,Kolhapur,31.84
10-06-2023,Solapur,167.58
11-06-2023,Pune,70.39
11-06-2023,Nagpur,190.34
11-06-2023,Nashik,132.78
11-06-2023,Mumbai,16.71
11-06-2023,Aurangabad,36.11
11-06-2023,Thane,18.82
11-06-2023,Kolhapur,163.9
11-06-2023,Solapur,150.24
12-06-2023,Pune,172.49
12-06-2023,Nagpur,179.05
12-06-2023,Nashik,120.82
12-06-2023,Mumbai,107.03
12-06-2023,Aurangabad,155.59
12-06-2023,Thane,38.63
12-06-2023,Kolhapur,158.62
12-06-2023,Solapur,158.37
13-06-2023,Pune,196.07
13-06-2023,Nagpur,64.01
13-06-2023,Nashik,99.57
13-06-2023,Mumbai,127.54
13-06-2023,Aurangabad,117.92
13-06-2023,Thane,46.7
13-06-2023,Kolhapur,112.08
13-06-2023,Solapur,84.05
14-06-2023,Pune,88.16
14-06-2023,Nagpur,68.49
14-06-2023,Nashik,107.5
14-06-2023,Mumbai,38.99
14-06-2023,Aurangabad,107.64
14-06-2023,Thane,175.87
14-06-2023,Kolhapur,105.19
14-06-2023,Solapur,88.19
15-06-2023,Pune,176.45
15-06-2023,Nagpur,180.14
15-06-2023,Nashik,52.75
15-06-2023,Mumbai,18.51
15-06-2023,Aurangabad,138.31
15-06-2023,Thane,195.55
15-06-2023,Kolhapur,25.18
15-06-2023,Solapur,153.06
16-06-2023,Pune,85.72
16-06-2023,Nagpur,169.38
16-06-2023,Nashik,158.6
16-06-2023,Mumbai,47.42
16-06-2023,Aurangabad,33.67
16-06-2023,Thane,14.97
16-06-2023,Kolhapur,130.54
16-06-2023,Solapur,113.74
17-06-2023,Pune,45.38
17-06-2023,Nagpur,141.36
17-06-2023,Nashik,157.93
17-06-2023,Mumbai,148.75
17-06-2023,Aurangabad,156.31
17-06-2023,Thane,187.06
17-06-2023,Kolhapur,128.19
17-06-2023,Solapur,143.29
18-06-2023,Pune,117.66
18-06-2023,Nagpur,197.05
18-06-2023,Nashik,18.93
18-06-2023,Mumbai,131.12
18-06-2023,Aurangabad,37.14
18-06-2023,Thane,152.16
18-06-2023,Kolhapur,108.69
18-06-2023,Solapur,11.02
19-06-2023,Pune,113.49
19-06-2023,Nagpur,190.1
19-06-2023,Nashik,182.47
19-06-2023,Mumbai,163.7
19-06-2023,Aurangabad,151.49
19-06-2023,Thane,79.12
19-06-2023,Kolhapur,88.15
19-06-2023,Solapur,76.8
20-06-2023,Pune,147.71
20-06-2023,Nagpur,70.67
20-06-2023,Nashik,105.1
20-06-2023,Mumbai,65.78
20-06-2023,Aurangabad,115.02
20-06-2023,Thane,175.16
20-06-2023,Kolhapur,13.68
20-06-2023,Solapur,196.44
21-06-2023,Pune,13.47
21-06-2023,Nagpur,33.53
21-06-2023,Nashik,48.85
21-06-2023,Mumbai,170.46
21-06-2023,Aurangabad,25.67
21-06-2023,Thane,102.38
21-06-2023,Kolhapur,138.72
21-06-2023,Solapur,167.06
22-06-2023,Pune,185.77
22-06-2023,Nagpur,169.04
22-06-2023,Nashik,173.41
22-06-2023,Mumbai,73.63
22-06-2023,Aurangabad,25.72
22-06-2023,Thane,73.92
22-06-2023,Kolhapur,94.52
22-06-2023,Solapur,127.91
23-06-2023,Pune,181.02
23-06-2023,Nagpur,31.77
23-06-2023,Nashik,63.29
23-06-2023,Mumbai,123.15
23-06-2023,Aurangabad,74.66
23-06-2023,Thane,103.2
23-06-2023,Kolhapur,132.24
23-06-2023,Solapur,34.04
24-06-2023,Pune,163.95
24-06-2023,Nagpur,125.46
24-06-2023,Nashik,166.94
24-06-2023,Mumbai,180.06
24-06-2023,Aurangabad,44.19
24-06-2023,Thane,55.94
24-06-2023,Kolhapur,64.22
24-06-2023,Solapur,71.9
25-06-2023,Pune,54.42
25-06-2023,Nagpur,112.62
25-06-2023,Nashik,169.14
25-06-2023,Mumbai,162.79
25-06-2023,Aurangabad,23.22
25-06-2023,Thane,23.27
25-06-2023,Kolhapur,177.51
25-06-2023,Solapur,119.57
26-06-2023,Pune,23.75
26-06-2023,Nagpur,145.89
26-06-2023,Nashik,79.06
26-06-2023,Mumbai,112.59
26-06-2023,Aurangabad,66.86
26-06-2023,Thane,157.81
26-06-2023,Kolhapur,10.69
26-06-2023,Solapur,191.43
27-06-2023,Pune,191.12
27-06-2023,Nagpur,123.3
27-06-2023,Nashik,120.83
27-06-2023,Mumbai,178.56
27-06-2023,Aurangabad,41.36
27-06-2023,Thane,153.58
27-06-2023,Kolhapur,66.14
27-06-2023,Solapur,161.52
28-06-2023,Pune,73.03
28-06-2023,Nagpur,64.26
28-06-2023,Nashik,28.83
28-06-2023,Mumbai,12.33
28-06-2023,Aurangabad,18.81
28-06-2023,Thane,67.89
28-06-2023,Kolhapur,25.45
28-06-2023,Solapur,44.56
29-06-2023,Pune,24.53
29-06-2023,Nagpur,107.24
29-06-2023,Nashik,68.52
29-06-2023,Mumbai,18.56
29-06-2023,Aurangabad,81.39
29-06-2023,Thane,106.24
29-06-2023,Kolhapur,27.5
29-06-2023,Solapur,64.94
30-06-2023,Pune,152.45
30-06-2023,Nagpur,86.88
30-06-2023,Nashik,59.69
30-06-2023,Mumbai,98.53
30-06-2023,Aurangabad,19.42
30-06-2023,Thane,17.25
30-06-2023,Kolhapur,189.71
30-06-2023,Solapur,43.43
01-07-2023,Pune,90.99
01-07-2023,Nagpur,91.94
01-07-2023,Nashik,120.61
01-07-2023,Mumbai,62.69
01-07-2023,Aurangabad,97.69
01-07-2023,Thane,84.5
01-07-2023,Kolhapur,114.74
01-07-2023,Solapur,163.9
02-07-2023,Pune,80.42
02-07-2023,Nagpur,191.35
02-07-2023,Nashik,159.75
02-07-2023,Mumbai,26.3
02-07-2023,Aurangabad,30.49
02-07-2023,Thane,184.92
02-07-2023,Kolhapur,140.99
02-07-2023,Solapur,101.66
03-07-2023,Pune,24.92
03-07-2023,Nagpur,34.46
03-07-2023,Nashik,45.94
03-07-2023,Mumbai,163.09
03-07-2023,Aurangabad,50.34
03-07-2023,Thane,44.2
03-07-2023,Kolhapur,59.55
03-07-2023,Solapur,155.11
04-07-2023,Pune,91.58
04-07-2023,Nagpur,157.54
04-07-2023,Nashik,137.37
04-07-2023,Mumbai,140.28
04-07-2023,Aurangabad,148.92
04-07-2023,Thane,94.88
04-07-2023,Kolhapur,32.85
04-07-2023,Solapur,21.86
05-07-2023,Pune,101.88
05-07-2023,Nagpur,127.24
05-07-2023,Nashik,73.77
05-07-2023,Mumbai,111.08
05-07-2023,Aurangabad,147.91
05-07-2023,Thane,65.77
05-07-2023,Kolhapur,65.87
05-07-2023,Solapur,165.72
06-07-2023,Pune,11.48
06-07-2023,Nagpur,151.69
06-07-2023,Nashik,184.04
06-07-2023,Mumbai,45.38
06-07-2023,Aurangabad,51.48
06-07-2023,Thane,149.68
06-07-2023,Kolhapur,83.0
06-07-2023,Solapur,166.21
07-07-2023,Pune,49.68
07-07-2023,Nagpur,197.95
07-07-2023,Nashik,79.7
07-07-2023,Mumbai,114.72
07-07-2023,Aurangabad,102.67
07-07-2023,Thane,34.95
07-07-2023,Kolhapur,72.78
07-07-2023,Solapur,176.02
08-07-2023,Pune,45.84
08-07-2023,Nagpur,66.71
08-07-2023,Nashik,117.73
08-07-2023,Mumbai,81.39
08-07-2023,Aurangabad,178.8
08-07-2023,Thane,163.9
08-07-2023,Kolhapur,37.38
08-07-2023,Solapur,199.52
09-07-2023,Pune,199.51
09-07-2023,Nagpur,52.95
09-07-2023,Nashik,56.01
09-07-2023,Mumbai,77.5
09-07-2023,Aurangabad,74.72
09-07-2023,Thane,106.85
09-07-2023,Kolhapur,175.24
09-07-2023,Solapur,192.34
10-07-2023,Pune,34.44
10-07-2023,Nagpur,20.3
10-07-2023,Nashik,187.47
10-07-2023,Mumbai,99.94
10-07-2023,Aurangabad,143.95
10-07-2023,Thane,59.53
10-07-2023,Kolhapur,107.67
10-07-2023,Solapur,154.04
11-07-2023,Pune,37.14
11-07-2023,Nagpur,158.14
11-07-2023,Nashik,108.61
11-07-2023,Mumbai,115.13
11-07-2023,Aurangabad,60.26
11-07-2023,Thane,79.68
11-07-2023,Kolhapur,61.19
11-07-2023,Solapur,80.43
12-07-2023,Pune,131.8
12-07-2023,Nagpur,157.52
12-07-2023,Nashik,131.3
12-07-2023,Mumbai,138.4
12-07-2023,Aurangabad,34.48
12-07-2023,Thane,54.55
12-07-2023,Kolhapur,150.64
12-07-2023,Solapur,75.27
13-07-2023,Pune,137.46
13-07-2023,Nagpur,110.28
13-07-2023,Nashik,166.23
13-07-2023,Mumbai,91.42
13-07-2023,Aurangabad,65.62
13-07-2023,Thane,13.05
13-07-2023,Kolhapur,17.86
13-07-2023,Solapur,166.95
14-07-2023,Pune,123.4
14-07-2023,Nagpur,22.47
14-07-2023,Nashik,185.16
14-07-2023,Mumbai,29.72
14-07-2023,Aurangabad,66.44
14-07-2023,Thane,167.1
14-07-2023,Kolhapur,92.36
14-07-2023,Solapur,99.95
15-07-2023,Pune,15.88
15-07-2023,Nagpur,86.7
15-07-2023,Nashik,155.76
15-07-2023,Mumbai,81.61
15-07-2023,Aurangabad,163.47
15-07-2023,Thane,154.31
15-07-2023,Kolhapur,180.78
15-07-2023,Solapur,94.22
16-07-2023,Pune,102.65
16-07-2023,Nagpur,105.42
16-07-2023,Nashik,77.73
16-07-2023,Mumbai,173.93
16-07-2023,Aurangabad,71.81
16-07-2023,Thane,149.56
16-07-2023,Kolhapur,172.39
16-07-2023,Solapur,121.11
17-07-2023,Pune,163.37
17-07-2023,Nagpur,52.87
17-07-2023,Nashik,191.41
17-07-2023,Mumbai,101.26
17-07-2023,Aurangabad,57.09
17-07-2023,Thane,168.39
17-07-2023,Kolhapur,88.76
17-07-2023,Solapur,39.94
18-07-2023,Pune,45.63
18-07-2023,Nagpur,23.19
18-07-2023,Nashik,196.95
18-07-2023,Mumbai,160.59
18-07-2023,Aurangabad,105.83
18-07-2023,Thane,45.32
18-07-2023,Kolhapur,167.47
18-07-2023,Solapur,185.83
19-07-2023,Pune,68.06
19-07-2023,Nagpur,19.06
19-07-2023,Nashik,66.71
19-07-2023,Mumbai,97.5
19-07-2023,Aurangabad,126.02
19-07-2023,Thane,99.82
19-07-2023,Kolhapur,40.43
19-07-2023,Solapur,191.78
20-07-2023,Pune,137.36
20-07-2023,Nagpur,140.85
20-07-2023,Nashik,140.13
20-07-2023,Mumbai,158.35
20-07-2023,Aurangabad,83.87
20-07-2023,Thane,189.62
20-07-2023,Kolhapur,24.45
20-07-2023,Solapur,198.61
21-07-2023,Pune,138.47
21-07-2023,Nagpur,60.99
21-07-2023,Nashik,193.1
21-07-2023,Mumbai,90.62
21-07-2023,Aurangabad,87.32
21-07-2023,Thane,120.96
21-07-2023,Kolhapur,68.4
21-07-2023,Solapur,43.21
22-07-2023,Pune,161.66
22-07-2023,Nagpur,91.63
22-07-2023,Nashik,21.78
22-07-2023,Mumbai,52.5
22-07-2023,Aurangabad,59.19
22-07-2023,Thane,54.83
22-07-2023,Kolhapur,115.36
22-07-2023,Solapur,97.46
23-07-2023,Pune,27.73
23-07-2023,Nagpur,136.39
23-07-2023,Nashik,142.94
23-07-2023,Mumbai,96.87
23-07-2023,Aurangabad,68.92
23-07-2023,Thane,193.32
23-07-2023,Kolhapur,66.17
23-07-2023,Solapur,157.59
24-07-2023,Pune,151.31
24-07-2023,Nagpur,167.02
24-07-2023,Nashik,129.15
24-07-2023,Mumbai,105.26
24-07-2023,Aurangabad,149.85
24-07-2023,Thane,176.93
24-07-2023,Kolhapur,128.57
24-07-2023,Solapur,19.26
25-07-2023,Pune,62.7
25-07-2023,Nagpur,118.66
25-07-2023,Nashik,108.68
25-07-2023,Mumbai,122.92
25-07-2023,Aurangabad,22.71
25-07-2023,Thane,121.5
25-07-2023,Kolhapur,90.93
25-07-2023,Solapur,58.24
26-07-2023,Pune,164.35
26-07-2023,Nagpur,112.24
26-07-2023,Nashik,45.28
26-07-2023,Mumbai,45.71
26-07-2023,Aurangabad,68.9
26-07-2023,Thane,82.82
26-07-2023,Kolhapur,133.34
26-07-2023,Solapur,76.8
27-07-2023,Pune,182.79
27-07-2023,Nagpur,23.46
27-07-2023,Nashik,108.3
27-07-2023,Mumbai,145.29
27-07-2023,Aurangabad,102.77
27-07-2023,Thane,139.49
27-07-2023,Kolhapur,139.23
27-07-2023,Solapur,69.74
28-07-2023,Pune,61.39
28-07-2023,Nagpur,193.51
28-07-2023,Nashik,47.71
28-07-2023,Mumbai,26.81
28-07-2023,Aurangabad,68.55
28-07-2023,Thane,102.58
28-07-2023,Kolhapur,196.97
28-07-2023,Solapur,76.68
29-07-2023,Pune,109.47
29-07-2023,Nagpur,139.8
29-07-2023,Nashik,79.51
29-07-2023,Mumbai,132.66
29-07-2023,Aurangabad,69.17
29-07-2023,Thane,96.74
29-07-2023,Kolhapur,189.13
29-07-2023,Solapur,119.79
30-07-2023,Pune,58.44
30-07-2023,Nagpur,52.12
30-07-2023,Nashik,57.12
30-07-2023,Mumbai,197.59
30-07-2023,Aurangabad,185.49
30-07-2023,Thane,174.72
30-07-2023,Kolhapur,39.35
30-07-2023,Solapur,44.85
31-07-2023,Pune,146.56
31-07-2023,Nagpur,98.48
31-07-2023,Nashik,76.54
31-07-2023,Mumbai,60.16
31-07-2023,Aurangabad,175.92
